mint_number,NRI,Collection Rank,hand,shirt,head,waist,foot,pants,underwear,accessory,hand_probability,shirt_probability,head_probability,waist_probability,foot_probability,pants_probability,underwear_probability,accessory_probability,total_probability
6954,0.34395700537432816,5249,Key,Kimono,Captain Hat,Old Jeweled Belt,2yr Old Derby Shoes,Cargo Pants,String Bikini,Shades,0.01949756280464942,0.018872640919885015,0.01549806274215723,0.000999875015623047,0.0014998125234345708,0.02712160979877515,0.05486814148231471,0.011998500187476566,1.5269885751631853e-16
6955,0.18047744031996005,6557,Record Player,Bra,Coonskin Cap,Belt,Platform Boots,Bell Bottoms,Vintage G-String,Kandi Bracelet,0.01937257842769654,0.017372828396450445,0.011748531433570804,0.1078615173103362,0.018997625296837895,0.02674665666791651,0.0006249218847644045,0.012373453318335208,1.6756894858957994e-15
6956,0.2862142232220972,5711,Yo-yo,Rain Coat,Bow Hat,Platinum Belt,"""Electric Swirl"" 1980s Sandals (Drippin) 🔥",Tennis Skirt,String Bikini,Crossbody Bag,0.020247469066366704,0.016622922134733157,0.01274840644919385,0.051118610173728284,0.00012498437695288088,0.026371703537057867,0.05486814148231471,0.013498312710911136,5.354349340955375e-16
6957,0.8335208098987626,1332,3yr Old Waifu Pillow,1980s Vest,Headband,Suspenders,Medieval Sneakers,Karate Pants,Victorian Boxers,Ski Goggle,0.0003749531308586427,0.00562429696287964,0.014498187726534183,0.05436820397450319,0.0003749531308586427,0.02687164104486939,0.0006249218847644045,0.011498562679665042,1.2034952976425708e-19
6958,0.6205474315710536,3036,Brand New Banjo,Victorian Kimono,Top Hat,Fanny Pack,Stilletos,Chaps,1980s Garter,Cross Necklace,0.00024996875390576176,0.0064991876015498065,0.015748031496062992,0.05199350081239845,0.02124734408198975,0.024246969128858892,0.0006249218847644045,0.011498562679665042,4.9243797275246865e-18
6959,0.7117860267466567,2306,"""Anime"" 1950s Book (Collectors Edition) 🔥",Bra,Umbrella Hat,"""Colorful"" 1980s Belt (Fire) 🔥",Pumps,Capri Pants,Boxers,Aviator Sunglasses,0.00012498437695288088,0.017372828396450445,0.01124859392575928,0.00012498437695288088,0.019247594050743656,0.025996750406199226,0.04611923509561305,0.012498437695288089,8.804679836141303e-19
6960,0.39232595925509306,4862,Microphone,Rain Coat,Retro Wizard Hat,Victorian Suspenders,Slides,Baggy Pants,Garter,Wristband,0.015998000249968752,0.016622922134733157,0.0006249218847644045,0.0008748906386701663,0.024621922259717537,0.025746781652293462,0.0536182977127859,0.013248343957005373,6.547448568911789e-17
6961,0.08786401699787527,7298,Paintbrush,Hoodie,2021 Hood,Fish Belt,Roller Skates,Shorts,Granny Panties,Ski Goggle,0.017497812773403325,0.01799775028121485,0.0011248593925759281,0.049868766404199474,0.022622172228471443,0.030246219222597175,0.05199350081239845,0.011498562679665042,7.226481054650425e-15
6962,0.18235220597425317,6542,Beggar Cup,Graphic Tee,1970s Bald Cap,Leather Belt,Ballet Shoe,Tights,String Bikini,Bracelet,0.01849768778902637,0.015748031496062992,0.0004999375078115235,0.05536807899012623,0.016372953380827397,0.021372328458942633,0.05486814148231471,0.010623672040994875,1.6447226254621697e-15
6963,0.5461817272840894,3631,Used Video Game Console,Safari Jacket,Umbrella Hat,Shoelace Belt,Sneakers,Dress Pants,Tighty-whities,Used Purse,0.00024996875390576176,0.016372953380827397,0.01124859392575928,0.05411823522059742,0.02124734408198975,0.024996875390576177,0.03999500062492189,0.00024996875390576176,1.3229286591628771e-17
6964,0.8926384201974753,859,Victorian Pen,Rain Coat,1950s Wedding Veil,Platinum Belt,Slippers,Hot Pants,Futuristic Jockstrap,Victorian Necklace,0.0004999375078115235,0.016622922134733157,0.0006249218847644045,0.051118610173728284,0.023497062867141608,0.026496687914010747,0.000999875015623047,0.00012498437695288088,2.0655441324104132e-20
6965,0.6811648543932008,2551,Whip,Second Hand Robe,Hood,Platinum Belt,1960s Sneakers,Baggy Pants,Brand New Tighty-whities,Hat Bag,0.019997500312460944,0.004624421947256593,0.013123359580052493,0.051118610173728284,0.00012498437695288088,0.025746781652293462,0.0006249218847644045,0.012248468941382326,1.5280707087971492e-18
6966,0.8252718410198725,1398,Dog Leash,Polo Shirt,Cheese Head,Fanny Pack,Slippers,"""8 Bit"" 2yr Old Track Pants (Drippin) 🔥",Worn Out Midway Briefs,1960s Bow Tie,0.01724784401949756,0.015873015873015872,0.017747781527309086,0.05199350081239845,0.023497062867141608,0.00012498437695288088,0.0007499062617172854,0.00024996875390576176,1.3907511073279406e-19
6967,0.19922509686289214,6407,Cat,Sports Bra,Sailors Bonet,Fanny Pack,Platform Boots,Trousers,2021 Boy Shorts,Tool Box,0.01799775028121485,0.015748031496062992,0.01399825021872266,0.05199350081239845,0.018997625296837895,0.02799650043744532,0.000999875015623047,0.012873390826146731,1.4122417462435046e-15
6968,0.2113485814273216,6310,Massager,Cardigan,Golf Visor,Fanny Pack,Derby Shoes,2yr Old Karate Pants,Midway Briefs,Hope Diamond,0.01837270341207349,0.031996000499937505,0.01524809398825147,0.05199350081239845,0.02124734408198975,0.00024996875390576176,0.04361954755655543,0.011498562679665042,1.2415049899189617e-15
6969,0.18972628421447324,6483,1800s Beggar Cup,Tuxedo Jacket,Peaked Cap,Suspenders,Snow Boots,Kilt,Boy Shorts,Wristband,0.0004999375078115235,0.014998125234345707,0.013498312710911136,0.05436820397450319,0.015873015873015872,0.02837145356830396,0.047244094488188976,0.013248343957005373,1.5510554704933712e-15
6970,0.08486439195100615,7322,Pillow,Kimono,Baseball Cap,Belt,Cowboy Boots,2yr Old Shorts,Granny Panties,Monocle,0.01987251593550806,0.018872640919885015,0.01524809398825147,0.1078615173103362,0.0196225471816023,0.001249843769528809,0.05199350081239845,0.01262342207224097,9.928985844780424e-15
6971,0.7902762154730658,1678,Record Player,Vest,2021 Bucket Hat,Leather Belt,Sneakers,"""Silver"" Aged Bell Bottoms (Stylin) 🔥",Medieval Granny Panties,Grocery Bag,0.01937257842769654,0.017622797150356206,0.0006249218847644045,0.05536807899012623,0.02124734408198975,0.00012498437695288088,0.0007499062617172854,0.011748531433570804,2.7637477592113564e-19
6972,0.802774653168354,1578,Fidget Spinner,Medieval Rain Coat,Retro Pith Helmet,Aged Leather Belt,Sandals,Riding Pants,Granny Panties,"""Forest Green"" Brand New Heart Glasses (Haute Couture) 🔥",0.020372453443319585,0.004874390701162355,0.0006249218847644045,0.0008748906386701663,0.025746781652293462,0.024496937882764653,0.05199350081239845,0.00012498437695288088,2.2252700093958937e-19
6973,0.6652918385201849,2678,1960s Massager,Smoking Jacket,Aged Headband,Bat Belt,1800s Espadrilles,Cargo Shorts,Midway Briefs,Hoops,0.0003749531308586427,0.021622297212848394,0.0004999375078115235,0.06161729783777028,0.0006249218847644045,0.02687164104486939,0.04361954755655543,0.011498562679665042,2.103496645309516e-18
6974,0.9532558430196225,374,Worn Out Megaphone,Body Paint,Fez,Bat Belt,"""Blood Red"" 1990s Loafers (Haute Couture) 🔥",Riding Pants,3yr Old Bikini,"""Sparkly"" 1970s Atomic Watch (Collectors Edition) 🔥",0.0006249218847644045,0.017622797150356206,0.014748156480439945,0.06161729783777028,0.00012498437695288088,0.024496937882764653,0.0004999375078115235,0.00012498437695288088,1.9146083251103145e-21
6975,0.508936382952131,3929,Pillow,Tank Top,Cowboy,Bat Belt,1800s Espadrilles,Tennis Skirt,Medieval String Bikini,Nerd Glasses,0.01987251593550806,0.013123359580052493,0.013498312710911136,0.06161729783777028,0.0006249218847644045,0.026371703537057867,0.0004999375078115235,0.011373578302712161,2.032622731643816e-17
6976,0.45444319460067495,4365,Worn Out Purse,"""Flashing"" Retro Cape (Designer) 🔥",Fedora,Bat Belt,Brogues,Kilt,Boy Shorts,Scrunchie,0.000999875015623047,0.00012498437695288088,0.012873390826146731,0.06161729783777028,0.01849768778902637,0.02837145356830396,0.047244094488188976,0.013748281464816898,3.379029826481228e-17
6977,0.9891263592050994,87,1920s Banjo,Blazer,Porkpie Hat,"""Sparkly"" 2yr Old Bat Belt (Signed) 🔥",Cleats,Brand New Tights,Old Granny Panties,Medieval Green Contacts,0.0004999375078115235,0.017497812773403325,0.00987376577927759,0.00012498437695288088,0.02087239095113111,0.0007499062617172854,0.0013748281464816899,0.00024996875390576176,5.806993733504115e-23
6978,0.03012123484564433,7760,TV Controller,Crop Top,Golf Visor,Bat Belt,Brogues,Skirt,G-String,Kandi Bracelet,0.018872640919885015,0.015748031496062992,0.01524809398825147,0.06161729783777028,0.01849768778902637,0.026246719160104987,0.050368703912010995,0.012373453318335208,8.449311664434837e-14
6979,0.42982127234095735,4562,Scissors,2021 Puffer Jacket,Sailors Bonet,"""Punk"" 1800s Suspenders (Knockoff) 🔥",Cleats,Skinny Jeans,Garter,Sunglasses,0.016372953380827397,0.004999375078115236,0.01399825021872266,0.00012498437695288088,0.02087239095113111,0.026246719160104987,0.0536182977127859,0.010123734533183352,4.2586624982774485e-17
6980,0.4263217097862767,4590,Trumpet,Hoodie,Bow Hat,Old Fanny Pack,Socks,Trousers,Diaper,Second Hand Choker,0.01937257842769654,0.01799775028121485,0.01274840644919385,0.0008748906386701663,0.018997625296837895,0.02799650043744532,0.05649293838270216,0.0003749531308586427,4.3811642437129786e-17
6981,0.22247219097612803,6221,Pocket Watch,Shirt,Headband,Suspenders,Derby Shoes,Sweat Pants,Boy Shorts,"""Forest Green"" Medieval Spectacles (Cruelty Free) 🔥",0.02074740657417823,0.01824771903512061,0.014498187726534183,0.05436820397450319,0.02124734408198975,0.02949631296087989,0.047244094488188976,0.00012498437695288088,1.1043500391688002e-15
6982,0.8957630296212973,834,Second Hand Cat,Wind Breaker,Bandana,Fanny Pack,Old Platform Boots,Miniskirt,1950s Bikini,1950s Watch,0.0004999375078115235,0.0169978752655918,0.009998750156230472,0.05199350081239845,0.0007499062617172854,0.02962129733783277,0.0007499062617172854,0.00024996875390576176,1.83953856268796e-20
6983,0.5606799150106236,3515,TV Controller,Rain Coat,Dunce Cap,1800s Bat Belt,Linen Shoes,Kilt,Boy Shorts,"""Crunchy"" 1800s Guitar Case (Drippin) 🔥",0.018872640919885015,0.016622922134733157,0.01262342207224097,0.0007499062617172854,0.022122234720659918,0.02837145356830396,0.047244094488188976,0.00012498437695288088,1.1006214500611462e-17
6984,0.9236345456817898,611,Key,Used Plastic Shirt,"""Steampunk"" 1970s Golf Visor (Collectors Edition) 🔥",Aged Suspenders,1800s Ski Boots,Karate Pants,Bikini,Vintage Bow Tie,0.01949756280464942,0.006124234470691163,0.00012498437695288088,0.001249843769528809,0.0008748906386701663,0.02687164104486939,0.03812023497062867,0.0003749531308586427,6.267929588146188e-21
6985,0.8985126859142607,812,Dog Leash,Kimono,Vintage Helmet,Shoelace Belt,Old Linen Shoes,"""Night Black"" 1920s Cargo Pants (Haute Couture) 🔥",Diaper,3yr Old 3D Glasses,0.01724784401949756,0.018872640919885015,0.0008748906386701663,0.05411823522059742,0.0006249218847644045,0.00012498437695288088,0.05649293838270216,0.00024996875390576176,1.6999112247037706e-20
6986,0.09886264216972873,7210,Yo-yo,Dress,Bow Hat,Rope,1800s Ski Boots,Yoga Pants,G-String,Ascot,0.020247469066366704,0.0196225471816023,0.01274840644919385,0.05861767279090114,0.0008748906386701663,0.031996000499937505,0.050368703912010995,0.011748531433570804,4.9181800433009796e-15
6987,0.5973003374578179,3222,Umbrella,Dress,Safari Hat,Shoelace Belt,Old Linen Shoes,Bell Bottoms,"""Sparkly"" Victorian Tighty-whities (Limited Edition) 🔥",Aviator Sunglasses,0.018997625296837895,0.0196225471816023,0.013373328333958255,0.05411823522059742,0.0006249218847644045,0.02674665666791651,0.00012498437695288088,0.012498437695288089,7.044408441000055e-18
6988,0.6330458692663417,2936,Microphone,Kimono,Headphones,"""Flashing"" Aged Rope (Formal) 🔥",Ski Boots,Second Hand Riding Pants,Panties,Monocle,0.015998000249968752,0.018872640919885015,0.012123484564429446,0.00012498437695288088,0.023122109736282963,0.0006249218847644045,0.047494063242094736,0.01262342207224097,3.9632474701103875e-18
6989,0.8196475440569929,1443,Cane,Plastic Shirt,Space Helmet,Fanny Pack,"""Blazing"" Old Linen Shoes (Alien) 🔥",1920s Skort,Victorian Boy Shorts,Crossbody Bag,0.021372328458942633,0.0169978752655918,0.013123359580052493,0.05199350081239845,0.00012498437695288088,0.0007499062617172854,0.0004999375078115235,0.013498312710911136,1.5678282385947302e-19
6990,0.9460067491563554,432,"""Colorful"" Brand New Fidget Spinner (Sexy) 🔥",Rain Coat,Balaclava,Jeweled Belt,Ski Boots,Used Swim Trunks,1980s Bikini,1920s VR Goggles,0.00012498437695288088,0.016622922134733157,0.010998625171853519,0.05486814148231471,0.023122109736282963,0.0003749531308586427,0.0006249218847644045,0.0003749531308586427,2.546999808211987e-21
6991,0.18222722159730032,6543,Pillow,Hawaiian Shirt,Turban,Belt,Fins,Skinny Jeans,Boxers,"""Mystic Purple"" Used Tennis Bag (Cute) 🔥",0.01987251593550806,0.014498187726534183,0.017747781527309086,0.1078615173103362,0.01974753155855518,0.026246719160104987,0.04611923509561305,0.00012498437695288088,1.6477937004834974e-15
6992,0.03112110986126737,7752,Video Game Console,Graphic Tee,Panama Hat,Platinum Belt,Ski Boots,Sweat Pants,Thong,VR Goggles,0.019997500312460944,0.015748031496062992,0.012248468941382326,0.051118610173728284,0.023122109736282963,0.02949631296087989,0.045744281964754406,0.013498312710911136,8.303751051641218e-14
6993,0.32083489563804524,5434,Massager,5yr Old Bikini Top,Beret,Used Suspenders,Shoes,Kilt,Boxer Briefs,Pendant,0.01837270341207349,0.004874390701162355,0.011873515810523684,0.0006249218847644045,0.021622297212848394,0.02837145356830396,0.05199350081239845,0.01274840644919385,2.702009370642691e-16
6994,0.8246469191351081,1403,Cat,Dress,Retro Balaclava,Aged Studded Belt,Jeweled Sandals,Cutoff Pants,Boxers,"""Emo"" 2yr Old Portfolio Bag (Designer) 🔥",0.01799775028121485,0.0196225471816023,0.0003749531308586427,0.0003749531308586427,0.01849768778902637,0.02662167229096363,0.04611923509561305,0.00012498437695288088,1.4093477798077273e-19
6995,0.06324209473815778,7495,Purse,Graphic Tee,Sailors Bonet,Studded Belt,Leather Boots,Karate Pants,Thong,Wallet,0.01862267216597925,0.015748031496062992,0.01399825021872266,0.05649293838270216,0.01712285964254468,0.02687164104486939,0.045744281964754406,0.010748656417947757,5.246838195750218e-14
6996,0.16197975253093366,6705,Dog Leash,Wind Breaker,Retro Sun Hat,Platinum Belt,Linen Shoes,Miniskirt,Boxers,Goggles,0.01724784401949756,0.0169978752655918,0.0003749531308586427,0.051118610173728284,0.022122234720659918,0.02962129733783277,0.04611923509561305,0.011748531433570804,1.9951898480286733e-15
6997,0.6937882764654418,2450,Brand New Wand,"""Icy Blue"" Old Polyester Shirt (Stylin) 🔥",Beret,Platinum Belt,1800s Shoes,Trousers,Boxer Briefs,Aviator Sunglasses,0.0008748906386701663,0.00012498437695288088,0.011873515810523684,0.051118610173728284,0.000999875015623047,0.02799650043744532,0.05199350081239845,0.012498437695288089,1.2073192520231077e-18
6998,0.30958630171228596,5524,"""Icy"" 1950s Key (Kawaii) 🔥",Hawaiian Shirt,Balaclava,Studded Belt,Dress Shoe,Tights,Panties,Wristband,0.00012498437695288088,0.014498187726534183,0.010998625171853519,0.05649293838270216,0.023497062867141608,0.021372328458942633,0.047494063242094736,0.013248343957005373,3.557692059325375e-16
6999,0.40632420947381576,4750,Wine Glass,Turtle Neck,Sailors Bonet,Used Studded Belt,Futuristic Derby Shoes,Skort,Jockstrap,Neck Tie,0.020122484689413824,0.016622922134733157,0.01399825021872266,0.0013748281464816899,0.0007499062617172854,0.025871766029246346,0.03999500062492189,0.010998625171853519,5.49399560749265e-17
7000,0.46256717910261214,4300,Tennis Racket,Robe,Sun Hat,1960s Platinum Belt,Brand New Moccasins,Dress Pants,Boy Shorts,Backpack,0.01937257842769654,0.01799775028121485,0.014498187726534183,0.0006249218847644045,0.0006249218847644045,0.024996875390576177,0.047244094488188976,0.013248343957005373,3.088628579073189e-17
7001,0.2567179102612174,5947,Cellphone,Rain Coat,Beret,Platinum Belt,Espadrilles,Sweat Pants,String Bikini,Vintage Guitar Case,0.017747781527309086,0.016622922134733157,0.011873515810523684,0.051118610173728284,0.02099737532808399,0.02949631296087989,0.05486814148231471,0.00012498437695288088,7.605338356736456e-16
7002,0.16172978377702785,6707,Waifu Pillow,Waist Coat,Flower Crown,Studded Belt,Loafers,Sweat Pants,G-String,1970s Ascot,0.0196225471816023,0.01549806274215723,0.013873265841769778,0.05649293838270216,0.022622172228471443,0.02949631296087989,0.050368703912010995,0.00024996875390576176,2.0024155424292884e-15
7003,0.25984251968503935,5922,2yr Old Cane,2yr Old Bra,Tiara,Belt,Roller Skates,Bell Bottoms,Midway Briefs,Hope Diamond,0.00024996875390576176,0.005999250093738283,0.014873140857392825,0.1078615173103362,0.022622172228471443,0.02674665666791651,0.04361954755655543,0.011498562679665042,7.30096773864413e-16
7004,0.357830271216098,5138,Guitar,Trench Coat,Futuristic Wizard Hat,Studded Belt,Sandals,Riding Pants,2yr Old Midway Briefs,Crossbody Bag,0.019997500312460944,0.015623047119110112,0.000999875015623047,0.05649293838270216,0.025746781652293462,0.024496937882764653,0.0007499062617172854,0.013498312710911136,1.1266851021233314e-16
7005,0.21547306586676662,6277,Megaphone,3yr Old Dress,2021 Sombrero,Suspenders,Sneakers,Karate Pants,String Bikini,Ear Buds,0.01837270341207349,0.006624171978502687,0.0004999375078115235,0.05436820397450319,0.02124734408198975,0.02687164104486939,0.05486814148231471,0.011373578302712161,1.1786411055673258e-15
7006,0.6400449943757031,2880,Trumpet,1920s Cardigan,Bandana,Shoelace Belt,Sandals,1950s Cutoff Pants,String Bikini,1990s Spectacles,0.01937257842769654,0.005124359455068116,0.009998750156230472,0.05411823522059742,0.025746781652293462,0.0003749531308586427,0.05486814148231471,0.00012498437695288088,3.556249889870459e-18
7007,0.6621672290963629,2703,Dog Leash,Plastic Shirt,Feather Hat,Belt,1920s Sneakers,Trousers,Victorian Granny Panties,Used Scrunchie,0.01724784401949756,0.0169978752655918,0.012998375203099613,0.1078615173103362,0.001249843769528809,0.02799650043744532,0.0006249218847644045,0.00024996875390576176,2.2467563863884777e-18
7008,0.7475315585551806,2020,Pen,Smoking Jacket,Silk Hood,Chrome Belt,Futuristic Ice Skates,2yr Old Miniskirt,Granny Panties,"""Leopard Print"" Vintage Contact Lenses (Limited Edition) 🔥",0.02099737532808399,0.021622297212848394,0.010998625171853519,0.05061867266591676,0.0006249218847644045,0.0004999375078115235,0.05199350081239845,0.00012498437695288088,5.131711623745738e-19
7009,0.42282214723159606,4618,Fidget Spinner,Vest,Yarmulke,Suspenders,5yr Old Brogues,Brand New Hot Pants,Bikini,Guitar Case,0.020372453443319585,0.017622797150356206,0.016122984626921636,0.05436820397450319,0.0004999375078115235,0.0006249218847644045,0.03812023497062867,0.012248468941382326,4.59079005055665e-17
7010,0.9303837020372453,557,Victorian Waifu Pillow,Turtle Neck,1980s Bandana,Jeweled Belt,Slides,1950s Tennis Skirt,Trunks,"""Forest Green"" 1960s Goggles (Badass) 🔥",0.00024996875390576176,0.016622922134733157,0.0006249218847644045,0.05486814148231471,0.024621922259717537,0.00024996875390576176,0.044119485064366956,0.00012498437695288088,4.835405778402123e-21
7011,0.8598925134358205,1121,Used Massager,Bra,Medieval Feather Hat,Rope,Rain Boots,Medieval Skort,Boy Shorts,Second Hand Pendant,0.0008748906386701663,0.017372828396450445,0.0007499062617172854,0.05861767279090114,0.021622297212848394,0.0003749531308586427,0.047244094488188976,0.00024996875390576176,6.396934788148106e-20
7012,0.592800899887514,3258,Victorian Tennis Racket,Bowling Shirt,Silk Hood,Fanny Pack,Stilletos,Tights,1970s Midway Briefs,Portfolio Bag,0.00024996875390576176,0.017372828396450445,0.010998625171853519,0.05199350081239845,0.02124734408198975,0.021372328458942633,0.0006249218847644045,0.010748656417947757,7.574956143657242e-18
7013,0.2079740032495938,6337,Spoon,1960s Bowling Shirt,1920s Hood,Shoelace Belt,Cleats,Chaps,Bikini,Grocery Bag,0.02099737532808399,0.006749156355455568,0.0007499062617172854,0.05411823522059742,0.02087239095113111,0.024246969128858892,0.03812023497062867,0.011748531433570804,1.3035686848849961e-15
7014,0.6245469316335458,3004,3yr Old Microphone,Worn Out Crop Top,Doo Rag,Jeweled Belt,Socks,Dress Pants,Tighty-whities,Second Hand Snake,0.0007499062617172854,0.004624421947256593,0.010123734533183352,0.05486814148231471,0.018997625296837895,0.024996875390576177,0.03999500062492189,0.00012498437695288088,4.572691603730196e-18
7015,0.9676290463692039,259,"""Pinstripe"" Brand New Tennis Racket (Hip) 🔥",Turtle Neck,1990s Feather Hat,Studded Belt,"""8 Bit"" 1970s Cleats (Chic) 🔥",1990s Trousers,Bikini,Tote Bag,0.00012498437695288088,0.016622922134733157,0.00012498437695288088,0.05649293838270216,0.00012498437695288088,0.0008748906386701663,0.03812023497062867,0.011623547056617924,7.107497906094995e-22
7016,0.26746656667916513,5861,Blanket,Hawaiian Shirt,Flat Cap,Studded Belt,Snow Boots,Second Hand Miniskirt,Tighty-whities,Hoops,0.01799775028121485,0.014498187726534183,0.01262342207224097,0.05649293838270216,0.015873015873015872,0.0004999375078115235,0.03999500062492189,0.011498562679665042,6.790904836680832e-16
7017,0.9445069366329208,444,Banjo,Parka,Cat Ears,Futuristic Studded Belt,3yr Old Cowboy Boots,1990s Baggy Pants,Old Bikini,3D Glasses,0.01687289088863892,0.014623172103487065,0.00987376577927759,0.0011248593925759281,0.0004999375078115235,0.00024996875390576176,0.0007499062617172854,0.010748656417947757,2.7604174002651788e-21
7018,0.9441319835020623,447,TV Controller,Plastic Shirt,1800s Fez,Studded Belt,Snow Boots,Second Hand Cargo Shorts,1980s Trunks,3yr Old Smart Watch,0.018872640919885015,0.0169978752655918,0.00024996875390576176,0.05649293838270216,0.015873015873015872,0.0006249218847644045,0.0004999375078115235,0.00012498437695288088,2.807784934716482e-21
7019,0.8455193100862393,1236,Dog Leash,Vintage Graphic Tee,Cowboy,Belt,Cowboy Boots,"""Checkered"" Old Miniskirt (Ugly) 🔥",Vintage Boy Shorts,1920s Green Contacts,0.01724784401949756,0.005749281339832521,0.013498312710911136,0.1078615173103362,0.0196225471816023,0.00012498437695288088,0.0004999375078115235,0.0004999375078115235,8.849871016633697e-20
7020,0.3028371453568304,5578,Fidget Spinner,3yr Old Dress,Fedora,Belt,Snow Boots,1980s Jeans,Midway Briefs,Hat Bag,0.020372453443319585,0.006624171978502687,0.012873390826146731,0.1078615173103362,0.015873015873015872,0.00024996875390576176,0.04361954755655543,0.012248468941382326,3.97230466600749e-16
7021,0.08998875140607421,7281,Pen,Bowling Shirt,5yr Old Porkpie Hat,Belt,Cowboy Boots,Baggy Pants,Panties,Snake,0.02099737532808399,0.017372828396450445,0.0006249218847644045,0.1078615173103362,0.0196225471816023,0.025746781652293462,0.047494063242094736,0.010873640794900637,6.415351266832377e-15
7022,0.0626171728533933,7500,Umbrella,Futuristic Bomber Jacket,Golf Visor,Belt,Snow Boots,Hot Pants,Boxer Briefs,Crossbody Bag,0.018997625296837895,0.005749281339832521,0.01524809398825147,0.1078615173103362,0.015873015873015872,0.026496687914010747,0.05199350081239845,0.013498312710911136,5.3024251998944853e-14
7023,0.46819147606549183,4255,Trumpet,Cardigan,Sailors Bonet,Suspenders,"""Blood Red"" 1960s Loafers (Haute Couture) 🔥",Brand New Tights,G-String,Wristband,0.01937257842769654,0.031996000499937505,0.01399825021872266,0.05436820397450319,0.00012498437695288088,0.0007499062617172854,0.050368703912010995,0.013248343957005373,2.950441048572432e-17
7024,0.39595050618672667,4833,Brand New Wand,Retro Body Paint,Headphones,Belt,Stilletos,Miniskirt,Used String Bikini,Wallet,0.0008748906386701663,0.0064991876015498065,0.012123484564429446,0.1078615173103362,0.02124734408198975,0.02962129733783277,0.001249843769528809,0.010748656417947757,6.286739556067263e-17
7025,0.5850518685164354,3320,Spoon,Old Polyester Shirt,Peaked Cap,Fish Belt,1960s Loafers,Brand New Sweat Pants,G-String,Hat Bag,0.02099737532808399,0.005124359455068116,0.013498312710911136,0.049868766404199474,0.0003749531308586427,0.0004999375078115235,0.050368703912010995,0.012248468941382326,8.376218432599121e-18
7026,0.566554180727409,3468,Laptop,Retro Cape,Flat Cap,Fish Belt,Worn Out Stilletos,Futuristic Leggings,String Bikini,Green Contacts,0.01837270341207349,0.005124359455068116,0.01262342207224097,0.049868766404199474,0.000999875015623047,0.00024996875390576176,0.05486814148231471,0.01262342207224097,1.02599955955839e-17
7027,0.4369453818272716,4505,Pillow,Bandeau Top,2021 Cowboy,Studded Belt,Pumps,Track Pants,1920s G-String,Steamer Trunk,0.01987251593550806,0.017747781527309086,0.0004999375078115235,0.05649293838270216,0.019247594050743656,0.026121734783152106,0.0007499062617172854,0.010623672040994875,3.9899450503634704e-17
7028,0.6087989001374828,3130,Fidget Spinner,Plastic Shirt,Futuristic Golf Visor,Jeweled Belt,Worn Out Stilletos,Futuristic Riding Pants,Boxer Briefs,Cyclops Glasses,0.020372453443319585,0.0169978752655918,0.0007499062617172854,0.05486814148231471,0.000999875015623047,0.0006249218847644045,0.05199350081239845,0.012998375203099613,6.016927539006367e-18
7029,0.7000374953130859,2400,Tennis Racket,Smoking Jacket,Yarmulke,Fanny Pack,Vintage Pumps,Brand New Hot Pants,Boxer Briefs,1970s Sunglasses,0.01937257842769654,0.021622297212848394,0.016122984626921636,0.05199350081239845,0.0007499062617172854,0.0006249218847644045,0.05199350081239845,0.00012498437695288088,1.0693534238563001e-18
7030,0.8890138732658418,888,1960s Purse,Safari Jacket,Visor,Victorian Fish Belt,Worn Out Stilletos,Dress Pants,Second Hand Jockstrap,Engagement Ring,0.0003749531308586427,0.016372953380827397,0.016497937757780277,0.000999875015623047,0.000999875015623047,0.024996875390576177,0.0008748906386701663,0.010498687664041995,2.3248750353119118e-20
7031,0.4235720534933133,4612,Key,Tank Top,Equestrian Helm,3yr Old Studded Belt,Vintage Pumps,Cutoff Pants,Jockstrap,Spectacles,0.01949756280464942,0.013123359580052493,0.015873015873015872,0.001249843769528809,0.0007499062617172854,0.02662167229096363,0.03999500062492189,0.01124859392575928,4.559180607394441e-17
7032,0.5189351331083615,3849,Massager,Body Paint,Bald Cap,Jeweled Belt,Stilletos,2yr Old Cargo Pants,Diaper,Medieval Kandi Bracelet,0.01837270341207349,0.017622797150356206,0.013748281464816898,0.05486814148231471,0.02124734408198975,0.00024996875390576176,0.05649293838270216,0.00024996875390576176,1.8318370432867696e-17
7033,0.22497187851518563,6201,Megaphone,Ring Mail,Crown,1980s Studded Belt,Snow Boots,Karate Pants,G-String,Exclusive Pass,0.01837270341207349,0.014373203349581302,0.014498187726534183,0.000999875015623047,0.015873015873015872,0.02687164104486939,0.050368703912010995,0.013123359580052493,1.0793082932426578e-15
7034,0.588676415448069,3291,"""Neon"" 1990s Scissors (Fake) 🔥",Graphic Tee,Cheese Head,Platinum Belt,Leather Boots,Worn Out Chaps,Garter,Festival Wristband,0.00012498437695288088,0.015748031496062992,0.017747781527309086,0.051118610173728284,0.01712285964254468,0.0003749531308586427,0.0536182977127859,0.013123359580052493,8.067081552250746e-18
7035,0.23072115985501818,6155,Key,Waist Coat,Cowboy,Leather Belt,Brogues,1960s Swim Trunks,Thong,Portfolio Bag,0.01949756280464942,0.01549806274215723,0.013498312710911136,0.05536807899012623,0.01849768778902637,0.0004999375078115235,0.045744281964754406,0.010748656417947757,1.0268827189078137e-15
